_id,Client,Restaurant,State,Date,Pricing,Quantity,Item
441,388,45,in-process,2015-06-12T00:00:00Z,40.70,1,"{""Name"":""Miso Soup"",""Price"":146.09829875692952}"
442,189,50,delivered,2015-06-12T00:00:00Z,120.44,2,"{""Name"":""Pizza Margarita"",""Price"":140.5722252765603}"
443,160,14,delivered,2018-03-22T00:00:00Z,43.03,6,"{""Name"":""Pizza Margarita"",""Price"":19.18675302588029}"
444,60,39,delivered,2020-01-15T00:00:00Z,69.72,3,"{""Name"":""Nigiri"",""Price"":75.21728617426513}"
445,101,2,in-process,2018-03-22T00:00:00Z,18.97,6,"{""Name"":""Pizza Margarita"",""Price"":99.41651840927777}"
446,89,21,accepted,2015-06-12T00:00:00Z,26.41,2,"{""Name"":""Miso Soup"",""Price"":112.13397733445254}"
447,386,44,in-process,2015-06-12T00:00:00Z,47.11,10,"{""Name"":""Pizza Margarita"",""Price"":97.9432752337724}"
448,384,18,in-process,2018-03-22T00:00:00Z,17.87,7,"{""Name"":""Pizza Margarita"",""Price"":103.92815159547042}"
449,231,33,delivered,2015-06-12T00:00:00Z,39.94,10,"{""Name"":""Pizza Margarita"",""Price"":52.91204039305582}"
450,69,17,accepted,2018-03-22T00:00:00Z,33.49,2,"{""Name"":""Pizza Pepperoni"",""Price"":24.64985255706485}"
451,151,42,accepted,2020-01-15T00:00:00Z,112.82,8,"{""Name"":""Pizza Pepperoni"",""Price"":46.374303435903336}"
452,223,36,delivered,2015-06-12T00:00:00Z,41.76,7,"{""Name"":""Butter Chicken"",""Price"":71.31931080766559}"
453,45,32,in-process,2015-06-12T00:00:00Z,85.72,7,"{""Name"":""Nigiri"",""Price"":59.10533418017492}"
454,78,1,in-process,2018-03-22T00:00:00Z,100.18,1,"{""Name"":""Pizza Margarita"",""Price"":59.525277346859944}"
455,194,24,accepted,2020-01-15T00:00:00Z,139.88,10,"{""Name"":""Pizza Margarita"",""Price"":102.42220048884289}"
456,326,9,delivered,2020-01-15T00:00:00Z,28.47,5,"{""Name"":""Pizza Margarita"",""Price"":88.05118390930213}"
457,296,23,accepted,2018-03-22T00:00:00Z,74.39,8,"{""Name"":""Butter Chicken"",""Price"":145.67529651564988}"
458,211,32,accepted,2020-01-15T00:00:00Z,127.07,9,"{""Name"":""Pizza Pepperoni"",""Price"":11.840294382038621}"
459,14,12,delivered,2020-01-15T00:00:00Z,23.74,1,"{""Name"":""Pizza Margarita"",""Price"":109.7246730690668}"
460,387,38,accepted,2020-01-15T00:00:00Z,17.64,7,"{""Name"":""Pizza Margarita"",""Price"":91.81248625289467}"
461,87,50,delivered,2018-03-22T00:00:00Z,18.75,1,"{""Name"":""Nigiri"",""Price"":7.747906094725456}"
462,172,19,delivered,2015-06-12T00:00:00Z,31.81,9,"{""Name"":""Pizza Margarita"",""Price"":3.9901007271075555}"
463,236,10,in-process,2018-03-22T00:00:00Z,14.61,1,"{""Name"":""Nigiri"",""Price"":91.86630506061222}"
464,189,4,in-process,2015-06-12T00:00:00Z,30.50,1,"{""Name"":""Pizza Margarita"",""Price"":104.6439462821929}"
465,223,42,delivered,2018-03-22T00:00:00Z,77.44,8,"{""Name"":""Pizza Pepperoni"",""Price"":64.11637674633987}"
466,27,16,accepted,2018-03-22T00:00:00Z,36.26,6,"{""Name"":""Butter Chicken"",""Price"":104.34295986294336}"
467,150,16,accepted,2018-03-22T00:00:00Z,57.51,9,"{""Name"":""Pizza Margarita"",""Price"":12.81136390408169}"
468,50,44,accepted,2015-06-12T00:00:00Z,18.34,5,"{""Name"":""Pizza Margarita"",""Price"":28.23982938822202}"
469,179,31,delivered,2018-03-22T00:00:00Z,88.13,1,"{""Name"":""Miso Soup"",""Price"":97.46245262538038}"
470,187,17,delivered,2020-01-15T00:00:00Z,74.87,4,"{""Name"":""Miso Soup"",""Price"":97.7327692591802}"
471,14,8,in-process,2020-01-15T00:00:00Z,51.54,7,"{""Name"":""Miso Soup"",""Price"":63.57113150117984}"
472,232,35,accepted,2020-01-15T00:00:00Z,93.90,4,"{""Name"":""Butter Chicken"",""Price"":95.36657379587432}"
473,96,28,in-process,2020-01-15T00:00:00Z,36.73,3,"{""Name"":""Pizza Pepperoni"",""Price"":48.63581829396101}"
474,163,6,delivered,2020-01-15T00:00:00Z,80.44,9,"{""Name"":""Butter Chicken"",""Price"":50.262236259672946}"
475,137,43,accepted,2020-01-15T00:00:00Z,12.71,9,"{""Name"":""Nigiri"",""Price"":87.39884670352038}"
476,223,29,in-process,2015-06-12T00:00:00Z,101.89,8,"{""Name"":""Miso Soup"",""Price"":96.66941853337366}"
477,316,14,delivered,2018-03-22T00:00:00Z,65.94,1,"{""Name"":""Pizza Margarita"",""Price"":11.272368547136878}"
478,83,7,in-process,2018-03-22T00:00:00Z,105.39,5,"{""Name"":""Butter Chicken"",""Price"":27.01873196956015}"
479,43,32,delivered,2015-06-12T00:00:00Z,136.95,7,"{""Name"":""Pizza Margarita"",""Price"":39.666292701489276}"
480,8,4,in-process,2018-03-22T00:00:00Z,52.52,3,"{""Name"":""Pizza Pepperoni"",""Price"":4.607396819886463}"
481,376,27,delivered,2018-03-22T00:00:00Z,110.32,1,"{""Name"":""Nigiri"",""Price"":96.48885391340667}"
482,62,48,delivered,2015-06-12T00:00:00Z,5.41,9,"{""Name"":""Butter Chicken"",""Price"":31.80795780545344}"
483,98,20,in-process,2018-03-22T00:00:00Z,34.18,9,"{""Name"":""Pizza Pepperoni"",""Price"":33.7904812925519}"
484,38,37,accepted,2015-06-12T00:00:00Z,75.65,7,"{""Name"":""Pizza Margarita"",""Price"":67.58455351486727}"
485,244,34,accepted,2018-03-22T00:00:00Z,115.72,1,"{""Name"":""Nigiri"",""Price"":74.96772340784942}"
486,381,2,accepted,2018-03-22T00:00:00Z,0.10,4,"{""Name"":""Pizza Margarita"",""Price"":108.60939963656932}"
487,236,3,delivered,2015-06-12T00:00:00Z,9.77,10,"{""Name"":""Miso Soup"",""Price"":41.70369098250306}"
488,155,30,accepted,2015-06-12T00:00:00Z,91.56,3,"{""Name"":""Pizza Margarita"",""Price"":136.24985967044805}"
489,303,1,in-process,2018-03-22T00:00:00Z,68.84,1,"{""Name"":""Pizza Margarita"",""Price"":132.43579838192568}"
490,137,5,delivered,2015-06-12T00:00:00Z,84.50,2,"{""Name"":""Butter Chicken"",""Price"":117.08940853870652}"
491,142,38,delivered,2015-06-12T00:00:00Z,124.67,7,"{""Name"":""Pizza Margarita"",""Price"":3.8080597075308957}"
492,66,4,accepted,2020-01-15T00:00:00Z,33.51,9,"{""Name"":""Butter Chicken"",""Price"":69.28141923901924}"
493,25,3,delivered,2020-01-15T00:00:00Z,75.32,4,"{""Name"":""Nigiri"",""Price"":26.424813730458155}"
494,222,24,in-process,2015-06-12T00:00:00Z,37.44,5,"{""Name"":""Pizza Pepperoni"",""Price"":18.478382454307717}"
495,14,44,accepted,2020-01-15T00:00:00Z,52.16,4,"{""Name"":""Nigiri"",""Price"":121.50322342002534}"
496,211,36,delivered,2018-03-22T00:00:00Z,106.28,6,"{""Name"":""Nigiri"",""Price"":59.93540975232376}"
497,393,39,in-process,2020-01-15T00:00:00Z,1.49,7,"{""Name"":""Miso Soup"",""Price"":8.918704601159154}"
498,310,25,in-process,2015-06-12T00:00:00Z,94.04,6,"{""Name"":""Nigiri"",""Price"":42.920668825121545}"
499,311,47,in-process,2018-03-22T00:00:00Z,106.05,8,"{""Name"":""Pizza Margarita"",""Price"":33.686547445839466}"
500,67,28,accepted,2018-03-22T00:00:00Z,14.82,3,"{""Name"":""Butter Chicken"",""Price"":42.679045043956805}"
501,298,6,in-process,2015-06-12T00:00:00Z,15.72,4,"{""Name"":""Pizza Margarita"",""Price"":121.23533083347367}"
502,242,42,delivered,2015-06-12T00:00:00Z,24.01,3,"{""Name"":""Pizza Margarita"",""Price"":35.468448558487665}"
503,285,45,delivered,2020-01-15T00:00:00Z,21.19,6,"{""Name"":""Pizza Pepperoni"",""Price"":10.439719041019083}"
504,296,2,in-process,2018-03-22T00:00:00Z,69.31,2,"{""Name"":""Butter Chicken"",""Price"":149.71761881337068}"
505,190,19,in-process,2018-03-22T00:00:00Z,13.31,10,"{""Name"":""Butter Chicken"",""Price"":63.182371905333646}"
506,236,43,in-process,2018-03-22T00:00:00Z,26.90,1,"{""Name"":""Pizza Pepperoni"",""Price"":39.26909228830399}"
507,188,31,in-process,2020-01-15T00:00:00Z,78.41,1,"{""Name"":""Pizza Pepperoni"",""Price"":36.73807718306568}"
508,24,9,accepted,2020-01-15T00:00:00Z,107.52,4,"{""Name"":""Butter Chicken"",""Price"":94.42859640177875}"
509,221,22,accepted,2018-03-22T00:00:00Z,70.41,4,"{""Name"":""Pizza Margarita"",""Price"":13.831345348903632}"
510,90,49,delivered,2020-01-15T00:00:00Z,83.27,5,"{""Name"":""Butter Chicken"",""Price"":28.42442209229838}"
511,270,22,in-process,2020-01-15T00:00:00Z,131.05,6,"{""Name"":""Pizza Margarita"",""Price"":114.78270582218772}"
512,276,14,delivered,2018-03-22T00:00:00Z,38.81,1,"{""Name"":""Miso Soup"",""Price"":29.00987730148057}"
513,345,36,delivered,2015-06-12T00:00:00Z,134.81,7,"{""Name"":""Butter Chicken"",""Price"":43.14262524381825}"
514,390,48,accepted,2020-01-15T00:00:00Z,122.00,6,"{""Name"":""Butter Chicken"",""Price"":71.40133936258984}"
515,285,31,in-process,2018-03-22T00:00:00Z,38.79,1,"{""Name"":""Pizza Pepperoni"",""Price"":76.13583644524333}"
516,133,17,delivered,2018-03-22T00:00:00Z,73.35,1,"{""Name"":""Nigiri"",""Price"":55.294000883306715}"
517,125,30,in-process,2020-01-15T00:00:00Z,21.64,2,"{""Name"":""Pizza Margarita"",""Price"":110.9728696134544}"
518,369,9,accepted,2020-01-15T00:00:00Z,105.05,5,"{""Name"":""Miso Soup"",""Price"":76.57203694959988}"
519,170,5,delivered,2018-03-22T00:00:00Z,66.27,6,"{""Name"":""Miso Soup"",""Price"":130.36073812544169}"
520,331,31,in-process,2015-06-12T00:00:00Z,77.88,9,"{""Name"":""Pizza Margarita"",""Price"":23.31686141543745}"
521,36,45,in-process,2015-06-12T00:00:00Z,73.94,9,"{""Name"":""Miso Soup"",""Price"":15.435621344137422}"
522,150,42,accepted,2018-03-22T00:00:00Z,58.52,10,"{""Name"":""Miso Soup"",""Price"":105.21493272087507}"
523,126,48,in-process,2015-06-12T00:00:00Z,123.58,3,"{""Name"":""Nigiri"",""Price"":99.33646368231858}"
524,151,33,in-process,2015-06-12T00:00:00Z,58.72,2,"{""Name"":""Miso Soup"",""Price"":0.816796682327032}"
525,114,40,accepted,2018-03-22T00:00:00Z,141.72,10,"{""Name"":""Nigiri"",""Price"":108.35263003562318}"
526,383,32,delivered,2015-06-12T00:00:00Z,31.56,6,"{""Name"":""Nigiri"",""Price"":137.4340631377087}"
527,390,38,delivered,2018-03-22T00:00:00Z,32.73,1,"{""Name"":""Butter Chicken"",""Price"":58.02855935778933}"
528,121,28,delivered,2015-06-12T00:00:00Z,85.79,2,"{""Name"":""Butter Chicken"",""Price"":14.697136544226762}"
529,147,34,in-process,2018-03-22T00:00:00Z,88.05,5,"{""Name"":""Butter Chicken"",""Price"":91.81975308466275}"
530,67,15,accepted,2018-03-22T00:00:00Z,74.18,1,"{""Name"":""Pizza Pepperoni"",""Price"":81.04401527335651}"
531,391,14,delivered,2020-01-15T00:00:00Z,29.40,1,"{""Name"":""Butter Chicken"",""Price"":136.50614557622302}"
532,176,42,accepted,2020-01-15T00:00:00Z,117.88,10,"{""Name"":""Pizza Pepperoni"",""Price"":44.74775639314358}"
533,148,31,accepted,2020-01-15T00:00:00Z,110.86,2,"{""Name"":""Miso Soup"",""Price"":60.49111172962189}"
534,242,10,delivered,2020-01-15T00:00:00Z,83.89,6,"{""Name"":""Pizza Margarita"",""Price"":139.53383046141903}"
535,227,13,in-process,2020-01-15T00:00:00Z,30.41,4,"{""Name"":""Nigiri"",""Price"":82.55892953083345}"
536,22,36,accepted,2020-01-15T00:00:00Z,47.20,5,"{""Name"":""Miso Soup"",""Price"":48.395490319309054}"
537,364,27,delivered,2018-03-22T00:00:00Z,54.63,10,"{""Name"":""Pizza Pepperoni"",""Price"":111.13414092235622}"
538,15,49,delivered,2018-03-22T00:00:00Z,16.45,2,"{""Name"":""Miso Soup"",""Price"":10.657888867087015}"
539,304,27,accepted,2018-03-22T00:00:00Z,20.50,7,"{""Name"":""Miso Soup"",""Price"":92.97785762512439}"
540,155,36,accepted,2018-03-22T00:00:00Z,79.32,7,"{""Name"":""Pizza Margarita"",""Price"":47.49389906002831}"
541,373,7,in-process,2018-03-22T00:00:00Z,115.61,5,"{""Name"":""Miso Soup"",""Price"":27.66326623776686}"
542,88,28,accepted,2018-03-22T00:00:00Z,12.13,5,"{""Name"":""Pizza Margarita"",""Price"":12.716787381344659}"
543,51,33,accepted,2015-06-12T00:00:00Z,70.61,5,"{""Name"":""Nigiri"",""Price"":39.82905814095001}"
544,140,50,in-process,2020-01-15T00:00:00Z,104.51,10,"{""Name"":""Nigiri"",""Price"":93.14428862982338}"
545,146,44,in-process,2015-06-12T00:00:00Z,133.78,2,"{""Name"":""Pizza Margarita"",""Price"":53.94793330469935}"
546,203,28,in-process,2020-01-15T00:00:00Z,129.52,6,"{""Name"":""Butter Chicken"",""Price"":93.8731700904414}"
547,31,48,in-process,2018-03-22T00:00:00Z,43.52,7,"{""Name"":""Miso Soup"",""Price"":3.1963965629054916}"
548,12,28,delivered,2018-03-22T00:00:00Z,35.86,5,"{""Name"":""Pizza Margarita"",""Price"":74.70029191335483}"
549,84,30,accepted,2020-01-15T00:00:00Z,128.25,1,"{""Name"":""Nigiri"",""Price"":32.84667526527757}"
550,69,43,delivered,2015-06-12T00:00:00Z,45.78,5,"{""Name"":""Miso Soup"",""Price"":77.3099550962904}"
551,243,39,in-process,2020-01-15T00:00:00Z,43.24,8,"{""Name"":""Pizza Pepperoni"",""Price"":63.775932540051876}"
552,310,30,in-process,2018-03-22T00:00:00Z,13.16,8,"{""Name"":""Pizza Margarita"",""Price"":121.74189258861381}"
553,291,17,accepted,2015-06-12T00:00:00Z,80.11,9,"{""Name"":""Pizza Margarita"",""Price"":64.89338612152743}"
554,293,16,delivered,2018-03-22T00:00:00Z,72.47,7,"{""Name"":""Miso Soup"",""Price"":135.47692504384352}"
555,213,50,delivered,2018-03-22T00:00:00Z,2.82,2,"{""Name"":""Butter Chicken"",""Price"":85.3446089291206}"
556,234,27,accepted,2015-06-12T00:00:00Z,27.23,9,"{""Name"":""Nigiri"",""Price"":73.78705445185552}"
557,216,22,in-process,2018-03-22T00:00:00Z,23.88,7,"{""Name"":""Butter Chicken"",""Price"":22.075770023829985}"
558,212,32,accepted,2018-03-22T00:00:00Z,123.31,9,"{""Name"":""Nigiri"",""Price"":82.35761478318499}"
559,164,16,accepted,2018-03-22T00:00:00Z,57.09,8,"{""Name"":""Pizza Pepperoni"",""Price"":52.9476808829137}"
560,247,10,accepted,2015-06-12T00:00:00Z,104.91,6,"{""Name"":""Nigiri"",""Price"":49.70761166907113}"
561,301,8,accepted,2015-06-12T00:00:00Z,112.74,9,"{""Name"":""Pizza Margarita"",""Price"":20.612044585744385}"
562,322,20,delivered,2015-06-12T00:00:00Z,78.86,2,"{""Name"":""Miso Soup"",""Price"":93.64269053363586}"
563,204,40,in-process,2018-03-22T00:00:00Z,10.54,2,"{""Name"":""Miso Soup"",""Price"":79.00899677393234}"
564,134,7,delivered,2018-03-22T00:00:00Z,149.63,7,"{""Name"":""Nigiri"",""Price"":105.74955847233134}"
565,322,49,in-process,2020-01-15T00:00:00Z,148.35,10,"{""Name"":""Nigiri"",""Price"":14.405067378907912}"
566,398,8,in-process,2018-03-22T00:00:00Z,16.12,6,"{""Name"":""Pizza Pepperoni"",""Price"":9.05129486609679}"
567,177,18,accepted,2018-03-22T00:00:00Z,131.50,9,"{""Name"":""Miso Soup"",""Price"":87.05389969534087}"
568,225,35,in-process,2018-03-22T00:00:00Z,86.62,7,"{""Name"":""Nigiri"",""Price"":115.54605799125065}"
569,398,46,delivered,2015-06-12T00:00:00Z,35.58,5,"{""Name"":""Miso Soup"",""Price"":115.88377648797425}"
570,138,18,delivered,2020-01-15T00:00:00Z,114.25,3,"{""Name"":""Pizza Margarita"",""Price"":125.26627029958011}"
571,129,1,delivered,2018-03-22T00:00:00Z,48.00,5,"{""Name"":""Miso Soup"",""Price"":30.43139072978787}"
572,346,35,in-process,2020-01-15T00:00:00Z,63.69,3,"{""Name"":""Pizza Margarita"",""Price"":65.37802157005511}"
573,151,23,accepted,2020-01-15T00:00:00Z,43.92,2,"{""Name"":""Butter Chicken"",""Price"":9.290010601293762}"
574,324,42,delivered,2020-01-15T00:00:00Z,88.20,9,"{""Name"":""Nigiri"",""Price"":82.71692842032218}"
575,316,11,delivered,2020-01-15T00:00:00Z,74.98,2,"{""Name"":""Pizza Margarita"",""Price"":91.5927129862634}"
576,234,13,delivered,2015-06-12T00:00:00Z,10.08,3,"{""Name"":""Pizza Pepperoni"",""Price"":113.30915173701186}"
577,190,21,accepted,2020-01-15T00:00:00Z,117.87,9,"{""Name"":""Butter Chicken"",""Price"":117.17451179158482}"
578,126,39,delivered,2020-01-15T00:00:00Z,134.69,6,"{""Name"":""Pizza Pepperoni"",""Price"":66.81137338430312}"
579,117,45,in-process,2015-06-12T00:00:00Z,32.03,3,"{""Name"":""Miso Soup"",""Price"":68.42467111682785}"
580,195,32,in-process,2015-06-12T00:00:00Z,81.95,9,"{""Name"":""Pizza Pepperoni"",""Price"":11.29892902104519}"
581,17,1,accepted,2018-03-22T00:00:00Z,133.03,3,"{""Name"":""Miso Soup"",""Price"":43.30589841217553}"
582,2,4,delivered,2020-01-15T00:00:00Z,125.08,6,"{""Name"":""Butter Chicken"",""Price"":28.72604874902823}"
583,235,47,accepted,2018-03-22T00:00:00Z,31.92,1,"{""Name"":""Miso Soup"",""Price"":22.73441469306083}"
584,161,6,accepted,2015-06-12T00:00:00Z,135.46,6,"{""Name"":""Miso Soup"",""Price"":7.390891139751953}"
585,238,3,delivered,2015-06-12T00:00:00Z,111.25,3,"{""Name"":""Miso Soup"",""Price"":30.232129102100654}"
586,196,19,accepted,2018-03-22T00:00:00Z,39.99,9,"{""Name"":""Pizza Pepperoni"",""Price"":122.42950992100049}"
587,191,36,delivered,2015-06-12T00:00:00Z,44.59,10,"{""Name"":""Miso Soup"",""Price"":93.04198351527414}"
588,3,7,accepted,2015-06-12T00:00:00Z,1.50,2,"{""Name"":""Pizza Pepperoni"",""Price"":12.964407109654795}"
589,394,12,accepted,2015-06-12T00:00:00Z,85.07,4,"{""Name"":""Nigiri"",""Price"":20.663706288132627}"
590,392,42,accepted,2018-03-22T00:00:00Z,86.14,1,"{""Name"":""Pizza Margarita"",""Price"":121.08109037401343}"
591,360,39,in-process,2020-01-15T00:00:00Z,90.19,9,"{""Name"":""Pizza Pepperoni"",""Price"":89.58151842223373}"
592,216,21,accepted,2015-06-12T00:00:00Z,145.96,8,"{""Name"":""Nigiri"",""Price"":46.80683050238415}"
593,388,3,accepted,2015-06-12T00:00:00Z,67.02,5,"{""Name"":""Pizza Margarita"",""Price"":22.358770587625145}"
594,117,46,delivered,2020-01-15T00:00:00Z,144.18,1,"{""Name"":""Pizza Margarita"",""Price"":57.46571067071876}"
595,40,11,in-process,2020-01-15T00:00:00Z,9.59,1,"{""Name"":""Nigiri"",""Price"":18.792129973751223}"
596,230,33,in-process,2018-03-22T00:00:00Z,45.46,9,"{""Name"":""Pizza Pepperoni"",""Price"":88.75524246128246}"
597,69,36,delivered,2020-01-15T00:00:00Z,148.93,1,"{""Name"":""Pizza Margarita"",""Price"":137.64010267419562}"
598,86,33,in-process,2020-01-15T00:00:00Z,122.04,2,"{""Name"":""Pizza Margarita"",""Price"":149.00158099274756}"
599,16,42,accepted,2018-03-22T00:00:00Z,141.98,4,"{""Name"":""Pizza Margarita"",""Price"":9.273178627031506}"
600,13,32,in-process,2018-03-22T00:00:00Z,48.07,2,"{""Name"":""Miso Soup"",""Price"":3.2773374575076875}"
601,216,27,delivered,2018-03-22T00:00:00Z,65.83,2,"{""Name"":""Miso Soup"",""Price"":110.96616026193931}"
602,211,39,in-process,2018-03-22T00:00:00Z,64.50,9,"{""Name"":""Butter Chicken"",""Price"":1.9089400262449552}"
603,394,14,accepted,2020-01-15T00:00:00Z,42.65,1,"{""Name"":""Pizza Pepperoni"",""Price"":104.78485507310043}"
604,144,44,accepted,2015-06-12T00:00:00Z,61.52,2,"{""Name"":""Nigiri"",""Price"":41.494415978970345}"
605,257,20,in-process,2015-06-12T00:00:00Z,116.27,2,"{""Name"":""Nigiri"",""Price"":133.9508389382809}"
606,152,30,accepted,2015-06-12T00:00:00Z,61.73,8,"{""Name"":""Nigiri"",""Price"":133.2432141636144}"
607,146,28,in-process,2015-06-12T00:00:00Z,41.96,1,"{""Name"":""Miso Soup"",""Price"":80.82039672153688}"
608,104,50,delivered,2015-06-12T00:00:00Z,5.24,3,"{""Name"":""Pizza Pepperoni"",""Price"":47.34649396828837}"
609,309,21,delivered,2020-01-15T00:00:00Z,25.05,5,"{""Name"":""Butter Chicken"",""Price"":115.12446970481473}"
610,192,29,delivered,2015-06-12T00:00:00Z,128.01,8,"{""Name"":""Pizza Margarita"",""Price"":20.037827939874095}"
611,16,4,accepted,2018-03-22T00:00:00Z,44.88,3,"{""Name"":""Pizza Margarita"",""Price"":43.26576641387133}"
612,97,33,delivered,2018-03-22T00:00:00Z,87.71,9,"{""Name"":""Butter Chicken"",""Price"":13.071932620555804}"
613,4,28,accepted,2015-06-12T00:00:00Z,116.52,1,"{""Name"":""Pizza Pepperoni"",""Price"":55.411934360226766}"
614,254,7,in-process,2015-06-12T00:00:00Z,51.92,4,"{""Name"":""Pizza Pepperoni"",""Price"":11.449472026973618}"
615,25,48,delivered,2015-06-12T00:00:00Z,104.14,5,"{""Name"":""Butter Chicken"",""Price"":30.40367413230603}"
616,358,5,in-process,2015-06-12T00:00:00Z,5.95,6,"{""Name"":""Pizza Pepperoni"",""Price"":60.67826873609263}"
617,334,31,delivered,2020-01-15T00:00:00Z,80.76,5,"{""Name"":""Miso Soup"",""Price"":138.99932075906418}"
618,330,21,in-process,2018-03-22T00:00:00Z,113.03,4,"{""Name"":""Pizza Margarita"",""Price"":23.9966259798607}"
619,178,33,in-process,2015-06-12T00:00:00Z,13.96,4,"{""Name"":""Pizza Pepperoni"",""Price"":69.32732015117531}"
620,202,4,in-process,2020-01-15T00:00:00Z,81.83,3,"{""Name"":""Butter Chicken"",""Price"":30.1463385310642}"
621,93,2,in-process,2018-03-22T00:00:00Z,93.80,1,"{""Name"":""Miso Soup"",""Price"":37.76045330808593}"
622,69,6,in-process,2020-01-15T00:00:00Z,107.36,7,"{""Name"":""Butter Chicken"",""Price"":35.88896370173405}"
623,319,46,in-process,2015-06-12T00:00:00Z,45.90,2,"{""Name"":""Miso Soup"",""Price"":125.99101205903716}"
624,332,19,accepted,2018-03-22T00:00:00Z,43.00,1,"{""Name"":""Butter Chicken"",""Price"":96.69755107510913}"
625,63,34,in-process,2020-01-15T00:00:00Z,50.02,3,"{""Name"":""Pizza Margarita"",""Price"":138.3339731381881}"
626,393,27,delivered,2018-03-22T00:00:00Z,79.64,4,"{""Name"":""Miso Soup"",""Price"":129.22069828381814}"
627,219,50,in-process,2020-01-15T00:00:00Z,86.48,6,"{""Name"":""Miso Soup"",""Price"":25.83674562312222}"
628,16,41,accepted,2020-01-15T00:00:00Z,142.89,2,"{""Name"":""Pizza Pepperoni"",""Price"":112.17184086166044}"
629,167,27,delivered,2018-03-22T00:00:00Z,81.35,3,"{""Name"":""Pizza Margarita"",""Price"":93.71918649728889}"
630,16,24,delivered,2020-01-15T00:00:00Z,13.53,6,"{""Name"":""Butter Chicken"",""Price"":86.03024494683609}"
631,228,2,accepted,2015-06-12T00:00:00Z,120.14,3,"{""Name"":""Pizza Margarita"",""Price"":54.73413524084269}"
632,187,27,in-process,2015-06-12T00:00:00Z,9.58,7,"{""Name"":""Pizza Margarita"",""Price"":116.90911002824124}"
633,145,1,in-process,2018-03-22T00:00:00Z,57.95,1,"{""Name"":""Pizza Pepperoni"",""Price"":65.57672571854008}"
634,106,26,in-process,2020-01-15T00:00:00Z,2.46,8,"{""Name"":""Pizza Pepperoni"",""Price"":89.5023680759015}"
635,270,20,accepted,2015-06-12T00:00:00Z,69.14,8,"{""Name"":""Miso Soup"",""Price"":52.0615216336155}"
636,361,35,delivered,2015-06-12T00:00:00Z,106.29,10,"{""Name"":""Pizza Pepperoni"",""Price"":66.13028945983895}"
637,356,14,accepted,2018-03-22T00:00:00Z,61.97,6,"{""Name"":""Nigiri"",""Price"":36.01796971806726}"
638,332,23,accepted,2018-03-22T00:00:00Z,63.43,2,"{""Name"":""Miso Soup"",""Price"":57.26548912260003}"
639,333,5,in-process,2020-01-15T00:00:00Z,74.67,9,"{""Name"":""Butter Chicken"",""Price"":96.22324542668382}"
640,99,20,in-process,2020-01-15T00:00:00Z,21.27,1,"{""Name"":""Pizza Margarita"",""Price"":29.961614284453525}"
641,327,26,delivered,2020-01-15T00:00:00Z,81.10,1,"{""Name"":""Butter Chicken"",""Price"":51.336074001120004}"
642,288,4,delivered,2020-01-15T00:00:00Z,90.37,1,"{""Name"":""Miso Soup"",""Price"":25.50829740726228}"
643,213,31,in-process,2020-01-15T00:00:00Z,27.94,4,"{""Name"":""Pizza Margarita"",""Price"":57.11960764410972}"
644,291,41,delivered,2018-03-22T00:00:00Z,122.09,4,"{""Name"":""Pizza Pepperoni"",""Price"":99.80155785557261}"
645,113,34,accepted,2015-06-12T00:00:00Z,117.55,9,"{""Name"":""Butter Chicken"",""Price"":38.617832348278924}"
646,62,10,delivered,2020-01-15T00:00:00Z,143.74,6,"{""Name"":""Nigiri"",""Price"":2.064630675489893}"
647,222,7,accepted,2015-06-12T00:00:00Z,127.07,2,"{""Name"":""Pizza Margarita"",""Price"":112.08603632485648}"
648,126,49,delivered,2015-06-12T00:00:00Z,5.30,7,"{""Name"":""Butter Chicken"",""Price"":33.890451097825746}"
649,79,39,in-process,2020-01-15T00:00:00Z,69.41,9,"{""Name"":""Butter Chicken"",""Price"":35.33138235320294}"
650,98,12,in-process,2018-03-22T00:00:00Z,104.64,4,"{""Name"":""Miso Soup"",""Price"":101.79424569845747}"
651,326,12,in-process,2020-01-15T00:00:00Z,23.71,4,"{""Name"":""Nigiri"",""Price"":88.25919375507176}"
652,318,1,delivered,2018-03-22T00:00:00Z,41.52,8,"{""Name"":""Nigiri"",""Price"":26.83058603687299}"
653,275,11,accepted,2018-03-22T00:00:00Z,79.62,7,"{""Name"":""Butter Chicken"",""Price"":68.55021214169335}"
654,322,21,accepted,2015-06-12T00:00:00Z,36.68,7,"{""Name"":""Pizza Margarita"",""Price"":118.10488566988785}"
655,87,3,delivered,2018-03-22T00:00:00Z,47.34,2,"{""Name"":""Pizza Margarita"",""Price"":29.64747420592412}"
656,154,24,delivered,2015-06-12T00:00:00Z,127.46,5,"{""Name"":""Butter Chicken"",""Price"":144.22784238646236}"
657,108,12,in-process,2018-03-22T00:00:00Z,112.69,6,"{""Name"":""Nigiri"",""Price"":75.77590563060816}"
658,337,7,in-process,2018-03-22T00:00:00Z,36.78,5,"{""Name"":""Butter Chicken"",""Price"":116.96435503942152}"
659,389,28,delivered,2020-01-15T00:00:00Z,7.64,4,"{""Name"":""Pizza Pepperoni"",""Price"":56.9966692540235}"
660,378,6,delivered,2015-06-12T00:00:00Z,102.98,5,"{""Name"":""Nigiri"",""Price"":85.46570352700118}"
